customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets6mo,Churn
CUST-10069,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.93,2725.88,2,No
CUST-10070,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.22,374.9,0,No
CUST-10071,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),66.65,1304.43,0,No
CUST-10072,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,463.02,1,No
CUST-10073,Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.45,3315.52,1,Yes
CUST-10074,Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),59.63,1522.25,0,No
CUST-10075,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,378.77,4,Yes
CUST-10076,Female,1,No,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.77,1712.97,2,No
CUST-10077,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.41,995.62,1,Yes
CUST-10078,Male,0,No,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,68.15,739.89,2,No
CUST-10079,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.0,1390.21,2,Yes
CUST-10080,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,79.96,2634.43,0,Yes
CUST-10081,Female,1,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,47.65,1015.61,1,No
CUST-10082,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,60.7,4338.16,0,No
CUST-10083,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.71,733.79,2,No
CUST-10084,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.95,3567.6,2,Yes
CUST-10085,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.85,910.24,0,No
CUST-10086,Female,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.15,1955.14,0,No
CUST-10087,Male,0,No,Yes,19,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.72,1255.56,0,No
CUST-10088,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.74,1641.12,1,Yes
CUST-10089,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),78.59,1879.85,0,No
CUST-10090,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.17,6105.61,0,No
CUST-10091,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.47,206.62,1,No
CUST-10092,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),82.64,904.97,0,No
CUST-10093,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.17,2568.28,1,No
CUST-10094,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,62.58,3190.11,3,No
CUST-10095,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.32,872.54,1,No
CUST-10096,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.02,789.88,1,Yes
CUST-10097,Female,0,Yes,No,22,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),63.27,1372.49,1,No
CUST-10098,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,61.6,693.38,0,No
CUST-10099,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),65.84,1451.74,0,No
CUST-10100,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.55,962.32,1,No
CUST-10101,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.79,3272.54,4,Yes
CUST-10102,Female,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.57,895.71,0,Yes
CUST-10103,Female,0,No,No,4,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,61.05,260.37,0,No
CUST-10104,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.91,2984.22,2,Yes
CUST-10105,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),57.54,1365.44,0,No
CUST-10106,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,54.28,895.58,3,No
CUST-10107,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,86.33,1513.84,0,No
CUST-10108,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),86.85,2339.64,0,No
CUST-10109,Male,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.64,721.11,0,Yes
CUST-10110,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.73,401.08,0,No
CUST-10111,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),86.86,1053.37,2,Yes
CUST-10112,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,77.69,1488.88,0,Yes
CUST-10113,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.59,893.3,0,No
CUST-10114,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.86,4119.27,2,No
CUST-10115,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.79,979.5,1,No
CUST-10116,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.88,1903.49,0,Yes
CUST-10117,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.7,789.0,0,No
CUST-10118,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.07,1018.62,1,No
CUST-10119,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1261.07,0,No
CUST-10120,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.01,6252.27,1,No
CUST-10121,Male,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.21,1272.93,1,No
CUST-10122,Female,0,No,No,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.33,3137.99,1,No
CUST-10123,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),60.15,591.85,0,Yes
CUST-10124,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.84,3093.91,4,Yes
CUST-10125,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.11,352.68,1,No
CUST-10126,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),89.83,1763.11,0,No
CUST-10127,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67.23,1116.96,1,No
CUST-10128,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.1,751.47,0,Yes
CUST-10129,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),45.35,648.38,0,No
CUST-10130,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.48,1063.19,3,Yes
CUST-10131,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,48.26,185.34,1,No
CUST-10132,Male,1,No,No,61,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.87,3508.13,2,Yes
CUST-10133,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.35,1495.74,1,No
CUST-10134,Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.68,2306.62,1,Yes
CUST-10135,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,76.04,1712.35,0,No
CUST-10136,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.73,2421.78,3,No
CUST-10137,Male,0,Yes,Yes,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.65,2440.35,3,No
CUST-10138,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,83.76,5315.91,0,No
CUST-10139,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.32,916.54,0,No
CUST-10140,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,217.38,3,No
CUST-10141,Male,1,Yes,No,56,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,57.65,3203.39,1,No
CUST-10142,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),56.48,1752.75,0,No
CUST-10143,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,71.89,1667.35,0,Yes
CUST-10144,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,91.69,4300.24,1,No
CUST-10145,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.41,2281.12,2,No
CUST-10146,Male,1,Yes,No,41,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.47,2003.12,1,No
CUST-10147,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.9,168.42,0,No
CUST-10148,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.12,2050.91,0,Yes
CUST-10149,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.67,1106.55,0,Yes
CUST-10150,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,76.1,5495.56,1,No
CUST-10151,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.43,4949.05,2,No
CUST-10152,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.42,2082.77,1,Yes
CUST-10153,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.12,1202.84,1,No
CUST-10154,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,66.1,944.31,0,No
CUST-10155,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,84.24,1419.85,0,No
CUST-10156,Male,1,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,63.26,199.51,1,No
CUST-10157,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.58,3218.72,1,Yes
CUST-10158,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,92.71,205.08,0,Yes
CUST-10159,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),62.62,947.69,1,No
CUST-10160,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.39,418.47,5,Yes
CUST-10161,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,78.22,3896.51,2,No
CUST-10162,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,68.42,4926.34,0,No
CUST-10163,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.33,3435.96,0,No
CUST-10164,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,736.3,1,No
CUST-10165,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),51.52,1471.68,0,No
CUST-10166,Female,1,No,Yes,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.12,1516.86,3,Yes
CUST-10167,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),70.97,834.42,0,No
CUST-10168,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,53.13,292.99,1,No
CUST-10169,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,55.2,1508.15,0,No
CUST-10170,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,88.02,2780.84,1,Yes
